TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Product Name,StoreName,GroupStore,Type,Latitude,Longitude,Age,Gender,Marital Status,Income
TR28907,164,04/04/2022,P1,8800,7,61600,9,Choco Bar,Lingga,Lingga,Modern Trade,-3.654703,128.190643,18,1,Single,0
TR90990,164,18/12/2022,P5,4200,3,12600,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,18,1,Single,0
TR51192,164,01/05/2022,P7,9400,3,28200,9,Coffee Candy,Lingga,Lingga,Modern Trade,-3.654703,128.190643,18,1,Single,0
TR51435,164,20/08/2022,P9,10000,3,30000,11,Yoghurt,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,18,1,Single,0
TR2363,164,27/12/2022,P5,4200,2,8400,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,18,1,Single,0
TR10026,164,03/11/2022,P6,18000,1,18000,11,Cashew,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,18,1,Single,0
TR58559,164,11/02/2022,P8,16000,2,32000,5,Oat,Bonafid,Gita,General Trade,-7.250445,112.768845,18,1,Single,0
TR648,164,08/01/2022,P5,4200,3,12600,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,18,1,Single,0
TR67617,173,19/11/2022,P4,12000,3,36000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,59,0,Married,"4,59"
TR13542,173,10/03/2022,P6,18000,3,54000,12,Cashew,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,59,0,Married,"4,59"
TR43786,173,31/07/2022,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,-5.45,105.26667,59,0,Married,"4,59"
TR64308,173,16/10/2022,P10,15000,4,60000,4,Cheese Stick,Gita Ginara,Gita,General Trade,-6.966667,110.416664,59,0,Married,"4,59"
TR56796,173,10/06/2022,P9,10000,6,60000,2,Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,59,0,Married,"4,59"
TR65832,173,21/03/2022,P9,10000,3,30000,3,Yoghurt,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,59,0,Married,"4,59"
TR62324,173,07/03/2022,P2,3200,3,9600,13,Ginger Candy ,Buana,Buana,General Trade,-1.26916,116.825264,59,0,Married,"4,59"
TR37670,173,23/07/2022,P4,12000,2,24000,6,Potato Chip,Lingga,Lingga,Modern Trade,-5.135399,119.42379,59,0,Married,"4,59"
TR56831,173,16/11/2022,P10,15000,4,60000,5,Cheese Stick,Bonafid,Gita,General Trade,-7.250445,112.768845,59,0,Married,"4,59"
TR13063,366,18/12/2022,P4,12000,2,24000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,18,0,Single,0
TR34994,366,01/10/2022,P10,15000,3,45000,14,Cheese Stick,Priangan,Priangan,Modern Trade,-5.45,105.26667,18,0,Single,0
TR69937,366,19/11/2022,P10,15000,5,75000,4,Cheese Stick,Gita Ginara,Gita,General Trade,-6.966667,110.416664,18,0,Single,0
TR3143,366,16/07/2022,P1,8800,2,17600,7,Choco Bar,Buana Indah,Buana,General Trade,3.316694,114.590111,18,0,Single,0
TR46910,366,31/07/2022,P8,16000,3,48000,7,Oat,Buana Indah,Buana,General Trade,3.316694,114.590111,18,0,Single,0
TR78118,366,18/12/2022,P3,7500,4,30000,3,Crackers,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,18,0,Single,0
TR37271,366,24/09/2022,P2,3200,4,12800,3,Ginger Candy ,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,18,0,Single,0
TR41572,366,06/01/2022,P6,18000,3,54000,3,Cashew,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,18,0,Single,0
TR36073,366,04/05/2022,P7,9400,5,47000,13,Coffee Candy,Buana,Buana,General Trade,-1.26916,116.825264,18,0,Single,0
TR77004,366,23/10/2022,P4,12000,4,48000,6,Potato Chip,Lingga,Lingga,Modern Trade,-5.135399,119.42379,18,0,Single,0
TR68397,366,27/07/2022,P7,9400,4,37600,11,Coffee Candy,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,18,0,Single,0
TR64849,366,04/05/2022,P8,16000,2,32000,5,Oat,Bonafid,Gita,General Trade,-7.250445,112.768845,18,0,Single,0
TR11638,67,06/01/2022,P2,3200,5,16000,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,19,0,Single,0
TR43372,67,05/06/2022,P3,7500,3,22500,10,Crackers,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,19,0,Single,0
TR23865,67,02/10/2022,P8,16000,1,16000,10,Oat,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,19,0,Single,0
TR6745,67,03/11/2022,P9,10000,2,20000,14,Yoghurt,Priangan,Priangan,Modern Trade,-5.45,105.26667,19,0,Single,0
TR37598,67,25/02/2022,P3,7500,5,37500,4,Crackers,Gita Ginara,Gita,General Trade,-6.966667,110.416664,19,0,Single,0
TR31439,67,14/09/2022,P9,10000,6,60000,7,Yoghurt,Buana Indah,Buana,General Trade,3.316694,114.590111,19,0,Single,0
TR57556,67,09/08/2022,P9,10000,2,20000,2,Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,19,0,Single,0
TR54641,67,27/03/2022,P1,8800,7,61600,2,Choco Bar,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,19,0,Single,0
TR8095,67,13/02/2022,P10,15000,1,15000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,19,0,Single,0
TR94395,67,13/12/2022,P10,15000,1,15000,8,Cheese Stick,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,19,0,Single,0
TR75493,67,17/07/2022,P2,3200,7,22400,9,Ginger Candy ,Lingga,Lingga,Modern Trade,-3.654703,128.190643,19,0,Single,0
TR96581,67,23/12/2022,P3,7500,4,30000,6,Crackers,Lingga,Lingga,Modern Trade,-5.135399,119.42379,19,0,Single,0
TR22699,67,05/06/2022,P3,7500,6,45000,1,Crackers,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,19,0,Single,0
TR93255,67,27/11/2022,P1,8800,7,61600,1,Choco Bar,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,19,0,Single,0
TR82224,246,10/01/2022,P2,3200,3,9600,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,40,1,Single,"21,81"
TR63147,246,18/02/2022,P3,7500,1,7500,14,Crackers,Priangan,Priangan,Modern Trade,-5.45,105.26667,40,1,Single,"21,81"
TR97129,246,02/04/2022,P1,8800,4,35200,14,Choco Bar,Priangan,Priangan,Modern Trade,-5.45,105.26667,40,1,Single,"21,81"
TR98578,246,09/06/2022,P8,16000,2,32000,14,Oat,Priangan,Priangan,Modern Trade,-5.45,105.26667,40,1,Single,"21,81"
TR58617,246,29/10/2022,P4,12000,3,36000,14,Potato Chip,Priangan,Priangan,Modern Trade,-5.45,105.26667,40,1,Single,"21,81"
TR457,246,07/07/2022,P8,16000,1,16000,7,Oat,Buana Indah,Buana,General Trade,3.316694,114.590111,40,1,Single,"21,81"
TR1857,246,23/03/2022,P5,4200,5,21000,7,Thai Tea,Buana Indah,Buana,General Trade,3.316694,114.590111,40,1,Single,"21,81"
TR61579,246,29/04/2022,P5,4200,2,8400,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,40,1,Single,"21,81"
TR16036,246,19/03/2022,P3,7500,3,22500,3,Crackers,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,40,1,Single,"21,81"
TR40324,246,26/09/2022,P3,7500,2,15000,3,Crackers,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,40,1,Single,"21,81"
TR44879,246,19/07/2022,P8,16000,3,48000,9,Oat,Lingga,Lingga,Modern Trade,-3.654703,128.190643,40,1,Single,"21,81"
TR32894,246,07/11/2022,P6,18000,4,72000,6,Cashew,Lingga,Lingga,Modern Trade,-5.135399,119.42379,40,1,Single,"21,81"
TR31545,246,29/11/2022,P7,9400,5,47000,5,Coffee Candy,Bonafid,Gita,General Trade,-7.250445,112.768845,40,1,Single,"21,81"
TR89399,246,15/06/2022,P5,4200,4,16800,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,40,1,Single,"21,81"
TR87409,246,09/11/2022,P2,3200,3,9600,1,Ginger Candy ,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,40,1,Single,"21,81"
TR44981,246,14/07/2022,P6,18000,3,54000,1,Cashew,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,40,1,Single,"21,81"
TR78838,205,04/02/2022,P2,3200,5,16000,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,46,0,Married,"3,83"
TR47250,205,27/01/2022,P7,9400,6,56400,4,Coffee Candy,Gita Ginara,Gita,General Trade,-6.966667,110.416664,46,0,Married,"3,83"
TR58159,205,18/05/2022,P7,9400,5,47000,4,Coffee Candy,Gita Ginara,Gita,General Trade,-6.966667,110.416664,46,0,Married,"3,83"
TR94100,205,12/12/2022,P9,10000,5,50000,7,Yoghurt,Buana Indah,Buana,General Trade,3.316694,114.590111,46,0,Married,"3,83"
TR96784,205,26/03/2022,P2,3200,3,9600,7,Ginger Candy ,Buana Indah,Buana,General Trade,3.316694,114.590111,46,0,Married,"3,83"
TR7587,205,08/11/2022,P4,12000,2,24000,11,Potato Chip,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,46,0,Married,"3,83"
TR83938,205,10/09/2022,P7,9400,5,47000,1,Coffee Candy,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,46,0,Married,"3,83"
TR49863,221,27/02/2022,P2,3200,6,19200,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,23,1,Single,"7,5"
TR93452,221,18/02/2022,P8,16000,2,32000,10,Oat,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,23,1,Single,"7,5"
TR39910,221,28/11/2022,P7,9400,2,18800,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,23,1,Single,"7,5"
TR66435,221,28/02/2022,P4,12000,3,36000,14,Potato Chip,Priangan,Priangan,Modern Trade,-5.45,105.26667,23,1,Single,"7,5"
TR96588,221,10/07/2022,P3,7500,1,7500,4,Crackers,Gita Ginara,Gita,General Trade,-6.966667,110.416664,23,1,Single,"7,5"
TR10617,221,08/05/2022,P9,10000,3,30000,4,Yoghurt,Gita Ginara,Gita,General Trade,-6.966667,110.416664,23,1,Single,"7,5"
TR69555,221,01/08/2022,P4,12000,3,36000,4,Potato Chip,Gita Ginara,Gita,General Trade,-6.966667,110.416664,23,1,Single,"7,5"
TR42437,221,05/08/2022,P10,15000,4,60000,2,Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,23,1,Single,"7,5"
TR65269,221,02/10/2022,P1,8800,9,79200,3,Choco Bar,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,23,1,Single,"7,5"
TR43584,221,14/08/2022,P1,8800,3,26400,13,Choco Bar,Buana,Buana,General Trade,-1.26916,116.825264,23,1,Single,"7,5"
TR25292,221,15/10/2022,P8,16000,1,16000,13,Oat,Buana,Buana,General Trade,-1.26916,116.825264,23,1,Single,"7,5"
TR52498,297,28/02/2022,P2,3200,3,9600,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,41,1,Married,"12,13"
TR60922,297,10/04/2022,P2,3200,6,19200,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,41,1,Married,"12,13"
TR91676,297,25/06/2022,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,-5.45,105.26667,41,1,Married,"12,13"
TR33646,297,31/07/2022,P6,18000,4,72000,14,Cashew,Priangan,Priangan,Modern Trade,-5.45,105.26667,41,1,Married,"12,13"
TR25951,297,20/08/2022,P6,18000,2,36000,4,Cashew,Gita Ginara,Gita,General Trade,-6.966667,110.416664,41,1,Married,"12,13"
TR6401,297,21/04/2022,P9,10000,1,10000,7,Yoghurt,Buana Indah,Buana,General Trade,3.316694,114.590111,41,1,Married,"12,13"
TR27979,297,01/11/2022,P8,16000,1,16000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,41,1,Married,"12,13"
TR15529,297,17/05/2022,P2,3200,5,16000,2,Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,41,1,Married,"12,13"
TR41944,297,06/06/2022,P5,4200,2,8400,3,Thai Tea,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,41,1,Married,"12,13"
TR98491,297,14/09/2022,P8,16000,1,16000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,41,1,Married,"12,13"
TR31610,297,20/09/2022,P8,16000,1,16000,9,Oat,Lingga,Lingga,Modern Trade,-3.654703,128.190643,41,1,Married,"12,13"
TR36079,297,05/01/2022,P5,4200,4,16800,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,41,1,Married,"12,13"
TR82517,297,20/01/2022,P5,4200,2,8400,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,41,1,Married,"12,13"
TR21036,297,05/06/2022,P8,16000,2,32000,1,Oat,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,41,1,Married,"12,13"
TR57321,200,20/03/2022,P2,3200,4,12800,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,25,0,Married,"2,39"
TR18969,200,06/05/2022,P9,10000,4,40000,14,Yoghurt,Priangan,Priangan,Modern Trade,-5.45,105.26667,25,0,Married,"2,39"
TR73062,200,15/10/2022,P7,9400,3,28200,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,25,0,Married,"2,39"
TR79155,200,03/08/2022,P3,7500,2,15000,4,Crackers,Gita Ginara,Gita,General Trade,-6.966667,110.416664,25,0,Married,"2,39"
TR6415,200,10/05/2022,P7,9400,2,18800,4,Coffee Candy,Gita Ginara,Gita,General Trade,-6.966667,110.416664,25,0,Married,"2,39"
TR27960,200,19/04/2022,P5,4200,2,8400,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,25,0,Married,"2,39"
TR31177,200,10/09/2022,P10,15000,1,15000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,25,0,Married,"2,39"
TR26697,200,20/07/2022,P10,15000,2,30000,9,Cheese Stick,Lingga,Lingga,Modern Trade,-3.654703,128.190643,25,0,Married,"2,39"
TR41780,200,18/11/2022,P3,7500,2,15000,13,Crackers,Buana,Buana,General Trade,-1.26916,116.825264,25,0,Married,"2,39"
TR77629,330,30/03/2022,P2,3200,4,12800,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,61,1,Married,7
TR51840,330,14/11/2022,P9,10000,7,70000,14,Yoghurt,Priangan,Priangan,Modern Trade,-5.45,105.26667,61,1,Married,7
TR36938,330,03/09/2022,P9,10000,5,50000,4,Yoghurt,Gita Ginara,Gita,General Trade,-6.966667,110.416664,61,1,Married,7
TR97950,330,27/08/2022,P1,8800,8,70400,4,Choco Bar,Gita Ginara,Gita,General Trade,-6.966667,110.416664,61,1,Married,7
TR43136,330,26/06/2022,P7,9400,5,47000,7,Coffee Candy,Buana Indah,Buana,General Trade,3.316694,114.590111,61,1,Married,7
TR38813,330,17/08/2022,P4,12000,2,24000,7,Potato Chip,Buana Indah,Buana,General Trade,3.316694,114.590111,61,1,Married,7
TR36570,330,17/07/2022,P5,4200,2,8400,3,Thai Tea,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,61,1,Married,7
TR70140,330,01/12/2022,P9,10000,5,50000,5,Yoghurt,Bonafid,Gita,General Trade,-7.250445,112.768845,61,1,Married,7
TR58702,330,02/02/2022,P5,4200,4,16800,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,61,1,Married,7
TR90873,412,20/04/2022,P2,3200,6,19200,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,18,1,Single,0
TR10192,412,21/11/2022,P9,10000,6,60000,10,Yoghurt,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,18,1,Single,0
TR75058,412,11/09/2022,P2,3200,4,12800,4,Ginger Candy ,Gita Ginara,Gita,General Trade,-6.966667,110.416664,18,1,Single,0
TR46598,412,09/02/2022,P6,18000,4,72000,3,Cashew,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,18,1,Single,0
TR55550,412,23/03/2022,P2,3200,3,9600,9,Ginger Candy ,Lingga,Lingga,Modern Trade,-3.654703,128.190643,18,1,Single,0
TR52155,412,27/09/2022,P5,4200,2,8400,13,Thai Tea,Buana,Buana,General Trade,-1.26916,116.825264,18,1,Single,0
TR2837,412,03/09/2022,P10,15000,1,15000,5,Cheese Stick,Bonafid,Gita,General Trade,-7.250445,112.768845,18,1,Single,0
TR909,412,04/06/2022,P8,16000,2,32000,5,Oat,Bonafid,Gita,General Trade,-7.250445,112.768845,18,1,Single,0
TR61819,21,29/04/2022,P2,3200,7,22400,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,52,0,Married,"12,72"
TR46171,21,03/01/2022,P10,15000,3,45000,10,Cheese Stick,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,52,0,Married,"12,72"
TR90114,21,06/09/2022,P8,16000,2,32000,14,Oat,Priangan,Priangan,Modern Trade,-5.45,105.26667,52,0,Married,"12,72"
TR79467,21,25/12/2022,P3,7500,6,45000,4,Crackers,Gita Ginara,Gita,General Trade,-6.966667,110.416664,52,0,Married,"12,72"
TR67986,21,29/05/2022,P3,7500,5,37500,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,52,0,Married,"12,72"
TR41940,21,10/06/2022,P8,16000,1,16000,13,Oat,Buana,Buana,General Trade,-1.26916,116.825264,52,0,Married,"12,72"
TR20477,21,24/09/2022,P4,12000,2,24000,13,Potato Chip,Buana,Buana,General Trade,-1.26916,116.825264,52,0,Married,"12,72"
TR7578,21,09/02/2022,P2,3200,3,9600,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,52,0,Married,"12,72"
TR10055,21,16/05/2022,P10,15000,4,60000,5,Cheese Stick,Bonafid,Gita,General Trade,-7.250445,112.768845,52,0,Married,"12,72"
TR83825,21,09/03/2022,P5,4200,2,8400,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,52,0,Married,"12,72"
TR32033,224,16/05/2022,P2,3200,3,9600,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,29,0,Married,"3,31"
TR90445,224,07/06/2022,P10,15000,4,60000,14,Cheese Stick,Priangan,Priangan,Modern Trade,-5.45,105.26667,29,0,Married,"3,31"
TR40890,224,03/01/2022,P6,18000,3,54000,14,Cashew,Priangan,Priangan,Modern Trade,-5.45,105.26667,29,0,Married,"3,31"
TR85313,224,26/04/2022,P1,8800,8,70400,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,29,0,Married,"3,31"
TR81438,224,19/04/2022,P8,16000,3,48000,9,Oat,Lingga,Lingga,Modern Trade,-3.654703,128.190643,29,0,Married,"3,31"
TR84950,224,13/11/2022,P2,3200,7,22400,9,Ginger Candy ,Lingga,Lingga,Modern Trade,-3.654703,128.190643,29,0,Married,"3,31"
TR65670,224,06/05/2022,P5,4200,4,16800,5,Thai Tea,Bonafid,Gita,General Trade,-7.250445,112.768845,29,0,Married,"3,31"
TR85692,224,30/12/2022,P2,3200,3,9600,5,Ginger Candy ,Bonafid,Gita,General Trade,-7.250445,112.768845,29,0,Married,"3,31"
TR48998,224,26/12/2022,P5,4200,3,12600,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,29,0,Married,"3,31"
TR55482,139,19/05/2022,P2,3200,3,9600,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,38,1,Married,"5,17"
TR25557,139,30/08/2022,P7,9400,6,56400,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,38,1,Married,"5,17"
TR99448,139,08/10/2022,P6,18000,1,18000,14,Cashew,Priangan,Priangan,Modern Trade,-5.45,105.26667,38,1,Married,"5,17"
TR77234,139,08/08/2022,P5,4200,4,16800,7,Thai Tea,Buana Indah,Buana,General Trade,3.316694,114.590111,38,1,Married,"5,17"
TR55490,139,28/07/2022,P9,10000,7,70000,2,Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,38,1,Married,"5,17"
TR18405,139,16/09/2022,P1,8800,7,61600,13,Choco Bar,Buana,Buana,General Trade,-1.26916,116.825264,38,1,Married,"5,17"
TR60466,139,06/12/2022,P5,4200,2,8400,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,38,1,Married,"5,17"
TR10555,139,04/08/2022,P7,9400,3,28200,11,Coffee Candy,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,38,1,Married,"5,17"
TR13638,139,03/03/2022,P5,4200,5,21000,1,Thai Tea,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,38,1,Married,"5,17"
TR79753,16,21/06/2022,P2,3200,4,12800,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,52,0,Married,"11,8"
TR9684,16,31/08/2022,P2,3200,5,16000,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,52,0,Married,"11,8"
TR25758,16,09/08/2022,P9,10000,7,70000,7,Yoghurt,Buana Indah,Buana,General Trade,3.316694,114.590111,52,0,Married,"11,8"
TR2841,16,17/01/2022,P7,9400,6,56400,2,Coffee Candy,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,52,0,Married,"11,8"
TR58190,16,20/10/2022,P2,3200,4,12800,3,Ginger Candy ,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,52,0,Married,"11,8"
TR57306,16,01/02/2022,P5,4200,2,8400,13,Thai Tea,Buana,Buana,General Trade,-1.26916,116.825264,52,0,Married,"11,8"
TR98889,16,11/10/2022,P5,4200,3,12600,6,Thai Tea,Lingga,Lingga,Modern Trade,-5.135399,119.42379,52,0,Married,"11,8"
TR92290,16,25/07/2022,P5,4200,3,12600,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,52,0,Married,"11,8"
TR8926,16,26/01/2022,P3,7500,6,45000,5,Crackers,Bonafid,Gita,General Trade,-7.250445,112.768845,52,0,Married,"11,8"
TR19160,16,02/05/2022,P8,16000,2,32000,5,Oat,Bonafid,Gita,General Trade,-7.250445,112.768845,52,0,Married,"11,8"
TR23189,16,08/04/2022,P7,9400,5,47000,5,Coffee Candy,Bonafid,Gita,General Trade,-7.250445,112.768845,52,0,Married,"11,8"
TR19197,16,05/07/2022,P6,18000,1,18000,5,Cashew,Bonafid,Gita,General Trade,-7.250445,112.768845,52,0,Married,"11,8"
TR76046,16,11/01/2022,P8,16000,2,32000,1,Oat,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,52,0,Married,"11,8"
TR84116,160,28/06/2022,P2,3200,7,22400,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,48,1,Married,"12,57"
TR54141,160,17/09/2022,P4,12000,1,12000,10,Potato Chip,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,48,1,Married,"12,57"
TR35256,160,01/01/2022,P1,8800,7,61600,4,Choco Bar,Gita Ginara,Gita,General Trade,-6.966667,110.416664,48,1,Married,"12,57"
TR31850,160,25/12/2022,P8,16000,2,32000,4,Oat,Gita Ginara,Gita,General Trade,-6.966667,110.416664,48,1,Married,"12,57"
TR69288,160,24/01/2022,P2,3200,3,9600,4,Ginger Candy ,Gita Ginara,Gita,General Trade,-6.966667,110.416664,48,1,Married,"12,57"
TR91768,160,28/08/2022,P6,18000,1,18000,4,Cashew,Gita Ginara,Gita,General Trade,-6.966667,110.416664,48,1,Married,"12,57"
TR28489,160,27/11/2022,P6,18000,4,72000,4,Cashew,Gita Ginara,Gita,General Trade,-6.966667,110.416664,48,1,Married,"12,57"
TR392,160,03/12/2022,P5,4200,4,16800,9,Thai Tea,Lingga,Lingga,Modern Trade,-3.654703,128.190643,48,1,Married,"12,57"
TR45940,160,09/04/2022,P3,7500,1,7500,13,Crackers,Buana,Buana,General Trade,-1.26916,116.825264,48,1,Married,"12,57"
TR85962,160,05/06/2022,P7,9400,5,47000,13,Coffee Candy,Buana,Buana,General Trade,-1.26916,116.825264,48,1,Married,"12,57"
TR93029,160,13/05/2022,P6,18000,2,36000,13,Cashew,Buana,Buana,General Trade,-1.26916,116.825264,48,1,Married,"12,57"
TR42300,160,02/11/2022,P8,16000,1,16000,11,Oat,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,48,1,Married,"12,57"
TR83379,160,21/10/2022,P5,4200,3,12600,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,48,1,Married,"12,57"
TR47063,160,17/10/2022,P3,7500,1,7500,5,Crackers,Bonafid,Gita,General Trade,-7.250445,112.768845,48,1,Married,"12,57"
TR52098,160,05/10/2022,P1,8800,4,35200,5,Choco Bar,Bonafid,Gita,General Trade,-7.250445,112.768845,48,1,Married,"12,57"
TR86702,388,08/07/2022,P2,3200,6,19200,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,44,1,Married,"16,12"
TR8122,388,19/12/2022,P5,4200,2,8400,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,44,1,Married,"16,12"
TR55536,388,24/06/2022,P2,3200,5,16000,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,44,1,Married,"16,12"
TR11680,388,05/04/2022,P7,9400,4,37600,14,Coffee Candy,Priangan,Priangan,Modern Trade,-5.45,105.26667,44,1,Married,"16,12"
TR17932,388,10/03/2022,P5,4200,2,8400,4,Thai Tea,Gita Ginara,Gita,General Trade,-6.966667,110.416664,44,1,Married,"16,12"
TR90279,388,18/11/2022,P3,7500,5,37500,7,Crackers,Buana Indah,Buana,General Trade,3.316694,114.590111,44,1,Married,"16,12"
TR10492,388,03/03/2022,P8,16000,1,16000,3,Oat,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,44,1,Married,"16,12"
TR95226,388,23/02/2022,P7,9400,3,28200,3,Coffee Candy,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,44,1,Married,"16,12"
TR44671,388,24/10/2022,P9,10000,2,20000,1,Yoghurt,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,44,1,Married,"16,12"
TR74928,118,13/07/2022,P2,3200,3,9600,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,20,1,Single,"3,28"
TR63499,118,02/01/2022,P1,8800,7,61600,14,Choco Bar,Priangan,Priangan,Modern Trade,-5.45,105.26667,20,1,Single,"3,28"
TR81037,118,11/03/2022,P8,16000,3,48000,4,Oat,Gita Ginara,Gita,General Trade,-6.966667,110.416664,20,1,Single,"3,28"
TR70168,118,10/03/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara,Gita,General Trade,-6.966667,110.416664,20,1,Single,"3,28"
TR98209,118,01/05/2022,P5,4200,5,21000,4,Thai Tea,Gita Ginara,Gita,General Trade,-6.966667,110.416664,20,1,Single,"3,28"
